order,id,page_id,Page,page_order,Chapter,question_order,questiontext
550,324,51,90° - Practice,53,Comparing Values,12,"Next, mark 15° on the circle.
<span class='insert stimulus hide'>15</span>"
551,325,51,90° - Practice,53,Comparing Values,13,"Finally — choose the expression that has the same numerical value as sin(15°+90°)!
<select>
<option>sin(15°)</option>
<option>–sin(15°)</option>
<option class='correct'>cos(15°)</option>
<option>–cos(15°)</option>
</select>"
552,326,52,Mixed Practice,54,Comparing Values,1,"We have now considered three relationships, one involving reflections and two involving rotations. We see that the x- and y-coordinates behave differently in some cases yet behave similarly in others.
</p>
Now, we will mix together practice questions with all of the three relationships. Here, we have a new tool for you — if you look at the top-right corner of the canvas, you will see a lock and a dustbin. The lock will pin a fixed point on the circle, whereas the dustbin will remove all points from the circle."
553,327,52,Mixed Practice,54,Comparing Values,2,"From now on, you can use this tool — if you wish — to help you answer trig identity questions.
</p>
For example, suppose you were asked:
</p>
Which expression below has the same numerical value as sin(180°+20°)?
</p>
sin(20°), –sin(20°), cos(20°), or –cos(20°)?"
554,328,52,Mixed Practice,54,Comparing Values,3,"To answer this question, you may try the following steps:
</p>
1. position a point at (180°+20°), and then click the “lock” button to lock it onto the canvas;
</p>
2. then, position a second point at 20°. You can lock it if you wish (although that might not be necessary);
</p>
3. consider the x- and y-coordinates of the two points, and determine which of the expressions has the same value as sin(180°+20°) — just as you did in the last section.
</p>
Go ahead and take the steps above now! And then, choose your answer from the four alternatives.
<select>
<option>sin(20°)</option>
<option class='correct'>–sin(20°)</option>
<option>cos(20°)</option>
<option>–cos(20°)</option>
</select>"
555,329,52,Mixed Practice,54,Comparing Values,4,"Now, for the rest of this section, you can use the canvas if you wish.  Alternatively, you may remember something about the particular relationship we are asking about. You may even be able to visualize the relationship in your head! We encourage you to use whichever approach you think will give you a good chance of answering each question correctly.
</p>
Ahead of us there are still 11 more problems in this section. Please be patient — take your time, and use the tool to help you if you are uncertain.  Try to be as accurate as you can!
</p>
Okay, let’s get started!"
556,330,52,Mixed Practice,54,Comparing Values,5,"Which expression has the same numerical value as sin(-80°+0°)?
<select>
<option>sin(80°)</option>
<option class='correct'>–sin(80°)</option>
<option>cos(80°)</option>
<option>–cos(80°)</option>
</select>"
557,331,52,Mixed Practice,54,Comparing Values,6,"Which expression has the same numerical value as cos(180°+60°)?
<select>
<option>sin(60°)</option>
<option>–sin(60°)</option>
<option>cos(60°)</option>
<option class='correct'>–cos(60°)</option>
</select>"
558,332,52,Mixed Practice,54,Comparing Values,7,"Which expression has the same numerical value as sin(90°+70°)?
<select>
<option>sin(70°)</option>
<option>–sin(70°)</option>
<option class='correct'>cos(70°)</option>
<option>–cos(70°)</option>
</select>"
559,333,52,Mixed Practice,54,Comparing Values,8,"Which expression has the same numerical value as cos(-30°+0°)?
<select>
<option>sin(30°)</option>
<option>–sin(30°)</option>
<option class='correct'>cos(30°)</option>
<option>–cos(30°)</option>
</select>"
560,334,52,Mixed Practice,54,Comparing Values,9,"Which expression has the same numerical value as cos(90°+10°)?
<select>
<option>sin(10°)</option>
<option class='correct'>–sin(10°)</option>
<option>cos(10°)</option>
<option>–cos(10°)</option>
</select>"
561,335,52,Mixed Practice,54,Comparing Values,10,"Which expression has the same numerical value as sin(0°-20°)?
<select>
<option>sin(20°)</option>
<option class='correct'>–sin(20°)</option>
<option>cos(20°)</option>
<option>–cos(20°)</option>
</select>"
562,336,52,Mixed Practice,54,Comparing Values,11,"Which expression has the same numerical value as cos(70°+180°)?
<select>
<option>sin(70°)</option>
<option>–sin(70°)</option>
<option>cos(70°)</option>
<option class='correct'>–cos(70°)</option>
</select>"
563,337,52,Mixed Practice,54,Comparing Values,12,"Which expression has the same numerical value as sin(30°+90°)?
<select>
<option>sin(30°)</option>
<option>–sin(30°)</option>
<option class='correct'>cos(30°)</option>
<option>–cos(30°)</option>
</select>"
564,338,52,Mixed Practice,54,Comparing Values,13,"Which expression has the same numerical value as cos(0°-60°)?
<select>
<option>sin(60°)</option>
<option>–sin(60°)</option>
<option class='correct'>cos(60°)</option>
<option>–cos(60°)</option>
</select>"
565,339,52,Mixed Practice,54,Comparing Values,14,"Which expression has the same numerical value as sin(10°+180°)?
<select>
<option>sin(10°)</option>
<option class='correct'>–sin(10°)</option>
<option>cos(10°)</option>
<option>–cos(10°)</option>
</select>"
566,340,52,Mixed Practice,54,Comparing Values,15,"Which expression has the same numerical value as cos(80°+90°)?
<select>
<option>sin(80°)</option>
<option class='correct'>–sin(80°)</option>
<option>cos(80°)</option>
<option>–cos(80°)</option>
</select>
"
567,341,53,Extending to Less Familiar Problems,55,Comparing Values,1,"Now, we have landed in a zone where the questions will not be as familiar.
</p>
You will be facing 12 questions in this section, where the given expressions won’t be as familiar as before. For instance, a rotation of 90° or 180° in the negative direction may be involved. Some of these problems may seem a little tricky, since you won’t be able to rely on a relationship you’ve already practiced using before.
</p>
But, you should be able to solve the problems by placing points on the circle and considering their x- and y-coordinates, or by just visualizing these relationships in your mind.
</p>
Are you ready to take the challenge? Again, you don’t have to hurry, since accuracy is a lot more important than speed. Also, this mantra may help you:
</p>
<i>“Keep calm, and use the unit circle”</i>
</p>
Good luck!"
568,342,53,Extending to Less Familiar Problems,55,Comparing Values,2,"Which expression has the same numerical value as cos(-90°+70°)?
<select>
<option class='correct'>sin(70°)</option>
<option>–sin(70°)</option>
<option>cos(70°)</option>
<option>–cos(70°)</option>
</select>"
569,343,53,Extending to Less Familiar Problems,55,Comparing Values,3,"Which expression has the same numerical value as sin(-180°-40°)?
<select>
<option class='correct'>sin(40°)</option>
<option>–sin(40°)</option>
<option>cos(40°)</option>
<option>–cos(40°)</option>
</select>"
570,344,53,Extending to Less Familiar Problems,55,Comparing Values,4,"Which expression has the same numerical value as cos(180°-80°)?
<select>
<option>sin(80°)</option>
<option>–sin(80°)</option>
<option>cos(80°)</option>
<option class='correct'>–cos(80°)</option>
</select>"
571,345,53,Extending to Less Familiar Problems,55,Comparing Values,5,"Which expression has the same numerical value as cos(-60°-180°)?
<select>
<option>sin(60°)</option>
<option>–sin(60°)</option>
<option>cos(60°)</option>
<option class='correct'>–cos(60°)</option>
</select>"
572,346,53,Extending to Less Familiar Problems,55,Comparing Values,6,"Which expression has the same numerical value as sin(90°-20°)?
<select>
<option>sin(20°)</option>
<option>–sin(20°)</option>
<option class='correct'>cos(20°)</option>
<option>–cos(20°)</option>
</select>"
573,347,53,Extending to Less Familiar Problems,55,Comparing Values,7,"Which expression has the same numerical value as cos(-90°-10°)?
<select>
<option>sin(10°)</option>
<option class='correct'>–sin(10°)</option>
<option>cos(10°)</option>
<option>–cos(10°)</option>
</select>"
574,348,53,Extending to Less Familiar Problems,55,Comparing Values,8,"Which expression has the same numerical value as cos(20°-180°)?
<select>
<option>sin(20°)</option>
<option>–sin(20°)</option>
<option>cos(20°)</option>
<option class='correct'>–cos(20°)</option>
</select>"
